"";"Role";"BlueTeamChampion";"RedTeamChampion";"PatchVersion";"games_played";"blue_side_kills";"blue_side_deaths";"blue_side_assists";"blue_side_cs_at_15_min";"blue_side_cs_at_end";"blue_side_gold_at_15_min";"blue_side_gold_at_end";"red_side_kills";"red_side_deaths";"red_side_assists";"red_side_cs_at_15_min";"red_side_cs_at_end";"red_side_gold_at_15_min";"red_side_gold_at_end";"blue_side_kills_advantage";"blue_side_deaths_advantage";"blue_side_assists_advantage";"blue_side_cs_at_15_min_advantage";"blue_side_cs_at_end_advantage";"blue_side_gold_at_15_min_advantage";"blue_side_gold_at_end_advantage";"blue_side_kills_advantage_advantage";"blue_side_deaths_advantage_advantage";"blue_side_assists_advantage_advantage";"blue_side_cs_at_15_min_advantage_advantage";"blue_side_cs_at_end_advantage_advantage";"blue_side_gold_at_15_min_advantage_advantage";"blue_side_gold_at_end_advantage_advantage"
"2558";"jungle";"Zyra";"Lillia";"15.6.667.3303";3;1,66666666666667;3;4,66666666666667;99,6666666666667;190;4857;9588;4,66666666666667;0,666666666666667;7;109,333333333333;238;5226,33333333333;12213;-3;2,33333333333333;-2,33333333333333;-9,66666666666666;-48;-369,333333333333;-2625;-3;2,33333333333333;-2,33333333333333;-9,66666666666666;-48;-369,333333333333;-2625
"2559";"jungle";"Zyra";"Lillia";"15.8.675.448";2;3,5;1;6;110;200,5;5289,5;11009,5;0,5;4;1,5;108,5;187;4627,5;8910;3;-3;4,5;1,5;13,5;662;2099,5;3;-3;4,5;1,5;13,5;662;2099,5
"2560";"jungle";"Zyra";"Maokai";"15.1.649.4112";1;7;3;7;113;226;5174;12439;1;5;3;95;153;4728;8320;6;-2;4;18;73;446;4119;6;-2;4;18;73;446;4119
"2561";"jungle";"Zyra";"Maokai";"15.2.653.8382";4;2,5;1,5;6,5;96;210;4402,75;10677,75;0,5;1,5;7,5;85,5;165;4333;9185;2;0;-1;10,5;45;69,75;1492,75;2;0;-1;10,5;45;69,75;1492,75
"2562";"jungle";"Zyra";"Maokai";"15.3.655.330";1;1;4;11;114;190;4779;9815;5;2;9;84;167;4222;10539;-4;2;2;30;23;557;-724;-4;2;2;30;23;557;-724
"2563";"jungle";"Zyra";"Maokai";"15.4.658.6996";2;2,5;4,5;4,5;106;195;5028,5;9877;1,5;1,5;12;86,5;146,5;4455,5;9123,5;1;3;-7,5;19,5;48,5;573;753,5;1;3;-7,5;19,5;48,5;573;753,5
"2564";"jungle";"Zyra";"Maokai";"15.5.662.5311";2;1,5;2,5;3,5;91;196,5;4219;9695,5;0,5;1,5;6,5;86;167;4146,5;8837,5;1;1;-3;5;29,5;72,5;858;1;1;-3;5;29,5;72,5;858
"2565";"jungle";"Zyra";"Maokai";"15.6.667.3303";2;2,5;4;4,5;96,5;210;4856;10409,5;1,5;2,5;10;78;176,5;4549;9330,5;1;1,5;-5,5;18,5;33,5;307;1079;1;1,5;-5,5;18,5;33,5;307;1079
"2566";"jungle";"Zyra";"Maokai";"15.7.671.9073";1;1;3;10;117;240;5208;11910;4;4;8;97;203;4245;13218;-3;-1;2;20;37;963;-1308;-3;-1;2;20;37;963;-1308
"2567";"jungle";"Zyra";"MonkeyKing";"15.2.652.6393";2;3;0,5;7;106;209,5;4601,5;10344;2,5;4;1,5;90,5;171,5;4252;8837,5;0,5;-3,5;5,5;15,5;38;349,5;1506,5;0,5;-3,5;5,5;15,5;38;349,5;1506,5
"2568";"jungle";"Zyra";"MonkeyKing";"15.2.653.8382";1;5;5;5;109;214;6014;12386;4;1;6;97;208;5750;11748;1;4;-1;12;6;264;638;1;4;-1;12;6;264;638
"2569";"jungle";"Zyra";"MonkeyKing";"15.3.655.330";1;0;6;6;98;173;4806;8086;3;2;8;108;177;5278;9267;-3;4;-2;-10;-4;-472;-1181;-3;4;-2;-10;-4;-472;-1181
"2570";"jungle";"Zyra";"MonkeyKing";"15.4.658.6996";1;1;3;9;95;202;4310;9720;2;2;6;82;188;3795;9982;-1;1;3;13;14;515;-262;-1;1;3;13;14;515;-262
"2571";"jungle";"Zyra";"MonkeyKing";"15.7.671.9073";1;0;1;2;109;175;4686;7704;0;0;7;102;186;4588;8564;0;1;-5;7;-11;98;-860;0;1;-5;7;-11;98;-860
"2572";"jungle";"Zyra";"Naafiri";"15.7.671.9073";1;5;4;7;90;183;4329;11571;4;5;2;94;180;4709;10201;1;-1;5;-4;3;-380;1370;1;-1;5;-4;3;-380;1370
"2573";"jungle";"Zyra";"Nidalee";"15.1.649.4112";2;0;2;1,5;99,5;167;4347,5;7284,5;2;0,5;3;101,5;174;5117,5;8899;-2;1,5;-1,5;-2;-7;-770;-1614,5;-2;1,5;-1,5;-2;-7;-770;-1614,5
"2574";"jungle";"Zyra";"Nidalee";"15.2.650.9216";1;1;4;7;138;240;5323;11326;5;1;8;104;259;5113;14745;-4;3;-1;34;-19;210;-3419;-4;3;-1;34;-19;210;-3419
"2575";"jungle";"Zyra";"Nidalee";"15.2.652.6393";1;1;3;5;52;217;3236;9826;5;2;13;43;166;3568;11276;-4;1;-8;9;51;-332;-1450;-4;1;-8;9;51;-332;-1450
"2576";"jungle";"Zyra";"Nidalee";"15.2.653.8382";1;1;1;5;123;193;5174;8427;0;1;2;91;174;4499;7932;1;0;3;32;19;675;495;1;0;3;32;19;675;495
"2577";"jungle";"Zyra";"Nocturne";"15.2.652.6393";1;2;2;4;109;193;4648;9348;0;2;0;97;152;4276;7183;2;0;4;12;41;372;2165;2;0;4;12;41;372;2165
"2578";"jungle";"Zyra";"Nocturne";"15.2.653.8382";1;0;8;5;89;174;4124;8478;5;1;8;97;171;4190;11246;-5;7;-3;-8;3;-66;-2768;-5;7;-3;-8;3;-66;-2768
"2579";"jungle";"Zyra";"Nocturne";"15.3.655.330";1;1;2;5;81;266;3934;11978;5;2;4;76;270;4496;14407;-4;0;1;5;-4;-562;-2429;-4;0;1;5;-4;-562;-2429
"2580";"jungle";"Zyra";"Nocturne";"15.4.658.6996";1;0;3;2;106;178;4866;8080;2;0;6;117;200;5503;9458;-2;3;-4;-11;-22;-637;-1378;-2;3;-4;-11;-22;-637;-1378
"2581";"jungle";"Zyra";"Nocturne";"15.7.671.9073";1;3;2;6;91;226;3961;11127;3;0;5;91;198;4479;9973;0;2;1;0;28;-518;1154;0;2;1;0;28;-518;1154
"2582";"jungle";"Zyra";"Pantheon";"15.2.650.9216";1;0;0;1;120;254;4842;10648;2;0;1;96;190;4338;9614;-2;0;0;24;64;504;1034;-2;0;0;24;64;504;1034
"2583";"jungle";"Zyra";"Pantheon";"15.3.655.330";1;8;2;10;121;200;6692;11487;0;7;7;92;125;4443;6813;8;-5;3;29;75;2249;4674;8;-5;3;29;75;2249;4674
"2584";"jungle";"Zyra";"Pantheon";"15.4.658.6996";1;1;3;5;80;132;3831;6575;4;0;7;64;135;3648;8724;-3;3;-2;16;-3;183;-2149;-3;3;-2;16;-3;183;-2149
"2585";"jungle";"Zyra";"Sejuani";"15.1.649.4112";3;1,33333333333333;4;7;113,333333333333;235,333333333333;5167,33333333333;11626,3333333333;2,33333333333333;3,33333333333333;6,66666666666667;92,6666666666667;169,333333333333;4896,66666666667;9917;-1;0,666666666666667;0,333333333333333;20,6666666666667;66;270,666666666666;1709,33333333333;-1;0,666666666666667;0,333333333333333;20,6666666666667;66;270,666666666666;1709,33333333333
"2586";"jungle";"Zyra";"Sejuani";"15.2.652.6393";2;0,5;1;6;108;220;4707,5;9890;0,5;2;2,5;99,5;160;4618;8646,5;0;-1;3,5;8,5;60;89,5;1243,5;0;-1;3,5;8,5;60;89,5;1243,5
"2587";"jungle";"Zyra";"Sejuani";"15.2.653.8382";1;3;2;7;105;261;5678;13131;0;3;6;99;186;4370;11454;3;-1;1;6;75;1308;1677;3;-1;1;6;75;1308;1677
"2588";"jungle";"Zyra";"Sejuani";"15.3.655.330";3;3;2,33333333333333;8;117;225,333333333333;5461,33333333333;11933;0,333333333333333;3,66666666666667;10,3333333333333;92;180,333333333333;4438;9946,66666666667;2,66666666666667;-1,33333333333333;-2,33333333333333;25;45;1023,33333333333;1986,33333333333;2,66666666666667;-1,33333333333333;-2,33333333333333;25;45;1023,33333333333;1986,33333333333
"2589";"jungle";"Zyra";"Sejuani";"15.4.658.6996";1;3;4;12;112;218;5301;11144;2;4;6;86;176;5280;10087;1;0;6;26;42;21;1057;1;0;6;26;42;21;1057
"2590";"jungle";"Zyra";"Sejuani";"15.7.670.1561";1;2;2;4;119;182;5824;9906;0;1;6;114;211;4739;9420;2;1;-2;5;-29;1085;486;2;1;-2;5;-29;1085;486
"2591";"jungle";"Zyra";"Sejuani";"15.8.675.448";1;1;3;4;118;237;4612;11068;1;5;3;80;145;4378;8681;0;-2;1;38;92;234;2387;0;-2;1;38;92;234;2387
"2592";"jungle";"Zyra";"Skarner";"15.2.653.8382";1;2;1;2;127;274;5825;12313;0;1;5;103;210;4630;10451;2;0;-3;24;64;1195;1862;2;0;-3;24;64;1195;1862
"2593";"jungle";"Zyra";"Skarner";"15.3.655.330";3;4;0,666666666666667;4;109,333333333333;200,666666666667;5351,33333333333;10517,3333333333;0,666666666666667;2,33333333333333;3,66666666666667;87,3333333333333;145,333333333333;4374,66666666667;7594,33333333333;3,33333333333333;-1,66666666666667;0,333333333333333;22;55,3333333333333;976,666666666666;2923;3,33333333333333;-1,66666666666667;0,333333333333333;22;55,3333333333333;976,666666666666;2923
"2594";"jungle";"Zyra";"Skarner";"15.4.657.5386";1;2;1;0;132;206;5521;8646;1;0;7;100;172;4738;8377;1;1;-7;32;34;783;269;1;1;-7;32;34;783;269
"2595";"jungle";"Zyra";"Skarner";"15.6.665.8352";1;1;2;6;115;233;5483;10701;1;1;10;96;186;4558;10045;0;1;-4;19;47;925;656;0;1;-4;19;47;925;656
"2596";"jungle";"Zyra";"Skarner";"15.7.671.9073";1;6;3;7;71;203;4075;11827;3;2;5;66;136;3171;8109;3;1;2;5;67;904;3718;3;1;2;5;67;904;3718
"2597";"jungle";"Zyra";"Taliyah";"15.2.653.8382";1;2;0;4;108;209;4739;10200;0;3;0;114;176;4809;8414;2;-3;4;-6;33;-70;1786;2;-3;4;-6;33;-70;1786
"2598";"jungle";"Zyra";"Taliyah";"15.6.667.3303";1;5;3;7;109;329;4900;18166;3;4;7;89;349;4531;16826;2;-1;0;20;-20;369;1340;2;-1;0;20;-20;369;1340
"2599";"jungle";"Zyra";"Vi";"15.1.649.4112";1;3;1;7;102;292;4541;15848;3;1;7;98;284;4448;14479;0;0;0;4;8;93;1369;0;0;0;4;8;93;1369
"2600";"jungle";"Zyra";"Vi";"15.2.653.8382";1;0;6;11;87;214;3948;10109;5;2;11;85;220;4275;12585;-5;4;0;2;-6;-327;-2476;-5;4;0;2;-6;-327;-2476
"2601";"jungle";"Zyra";"Vi";"15.3.655.330";2;3;3,5;6;101,5;223,5;5070,5;11315;3;3,5;7,5;92,5;191;4481;10710;0;0;-1,5;9;32,5;589,5;605;0;0;-1,5;9;32,5;589,5;605
"2602";"jungle";"Zyra";"Vi";"15.4.658.6996";1;1;2;15;84;242;3563;12587;2;5;2;79;242;3521;12629;-1;-3;13;5;0;42;-42;-1;-3;13;5;0;42;-42
"2603";"jungle";"Zyra";"Vi";"15.5.662.5311";1;0;4;7;61;186;2900;9205;4;4;4;56;208;3764;10749;-4;0;3;5;-22;-864;-1544;-4;0;3;5;-22;-864;-1544
"2604";"jungle";"Zyra";"Vi";"15.6.667.3303";1;2;3;6;109;217;4724;10337;2;3;8;97;189;4917;10298;0;0;-2;12;28;-193;39;0;0;-2;12;28;-193;39
"2605";"jungle";"Zyra";"Vi";"15.7.670.1561";1;1;4;3;97;157;4809;7850;4;2;7;101;162;5846;9989;-3;2;-4;-4;-5;-1037;-2139;-3;2;-4;-4;-5;-1037;-2139
"2606";"jungle";"Zyra";"Viego";"15.1.649.4112";1;2;1;7;116;212;4800;10778;1;3;1;112;198;5238;9124;1;-2;6;4;14;-438;1654;1;-2;6;4;14;-438;1654
"2607";"jungle";"Zyra";"Viego";"15.2.650.9216";1;1;4;3;108;175;4956;8071;4;0;7;110;185;4919;9665;-3;4;-4;-2;-10;37;-1594;-3;4;-4;-2;-10;37;-1594
"2608";"jungle";"Zyra";"Viego";"15.2.652.6393";1;0;2;6;104;230;4702;10761;6;0;4;115;272;5141;13070;-6;2;2;-11;-42;-439;-2309;-6;2;2;-11;-42;-439;-2309
"2609";"jungle";"Zyra";"Viego";"15.2.653.8382";2;2;1;2,5;93,5;201;4200;9443,5;2,5;1;4;85;208;4351,5;10319,5;-0,5;0;-1,5;8,5;-7;-151,5;-876;-0,5;0;-1,5;8,5;-7;-151,5;-876
"2610";"jungle";"Zyra";"Viego";"15.4.657.5386";1;2;2;8;109;218;5208;10560;6;3;0;110;227;5086;12214;-4;-1;8;-1;-9;122;-1654;-4;-1;8;-1;-9;122;-1654
"2611";"jungle";"Zyra";"Viego";"15.4.658.6996";2;2;3;3,5;101,5;223;4550,5;10598;6;0,5;5;105;235,5;4921;12919;-4;2,5;-1,5;-3,5;-12,5;-370,5;-2321;-4;2,5;-1,5;-3,5;-12,5;-370,5;-2321
"2612";"jungle";"Zyra";"Viego";"15.5.662.5311";1;2;1;8;109;209;5158;10332;0;3;3;105;190;4424;8298;2;-2;5;4;19;734;2034;2;-2;5;4;19;734;2034
"2613";"jungle";"Zyra";"Viego";"15.6.667.3303";1;2;4;11;108;296;4585;15291;5;3;7;125;318;5052;16014;-3;1;4;-17;-22;-467;-723;-3;1;4;-17;-22;-467;-723
"2614";"jungle";"Zyra";"Viego";"15.7.671.9073";1;4;1;7;142;297;5974;13639;4;4;4;78;210;4268;11292;0;-3;3;64;87;1706;2347;0;-3;3;64;87;1706;2347
"2615";"jungle";"Zyra";"XinZhao";"15.1.649.4112";1;0;5;4;95;141;4225;6842;4;1;11;80;144;5571;9552;-4;4;-7;15;-3;-1346;-2710;-4;4;-7;15;-3;-1346;-2710
"2616";"jungle";"Zyra";"XinZhao";"15.2.652.6393";1;1;4;2;69;170;3560;8447;4;3;4;78;163;5043;9706;-3;1;-2;-9;7;-1483;-1259;-3;1;-2;-9;7;-1483;-1259
"2617";"jungle";"Zyra";"XinZhao";"15.2.653.8382";2;2,5;2,5;8,5;104,5;208,5;4619;10850;2,5;5,5;6;94;168;4766;9633;0;-3;2,5;10,5;40,5;-147;1217;0;-3;2,5;10,5;40,5;-147;1217
"2618";"jungle";"Zyra";"XinZhao";"15.4.658.6996";1;1;3;6;101;219;4450;9541;1;4;10;54;115;3718;7480;0;-1;-4;47;104;732;2061;0;-1;-4;47;104;732;2061
"2619";"jungle";"Zyra";"XinZhao";"15.5.662.5311";2;3,5;3,5;7;76,5;262;3590,5;13308,5;5,5;1;7;75;264;3907;15169;-2;2,5;0;1,5;-2;-316,5;-1860,5;-2;2,5;0;1,5;-2;-316,5;-1860,5
"2620";"jungle";"Zyra";"XinZhao";"15.7.671.9073";1;1;3;4;112;161;5302;7879;8;0;6;115;190;5850;12177;-7;3;-2;-3;-29;-548;-4298;-7;3;-2;-3;-29;-548;-4298
"2621";"jungle";"Zyra";"XinZhao";"15.8.675.448";2;1,5;3,5;4,5;79;147,5;3857;7331;4;2,5;5,5;84;146,5;4346;8662,5;-2,5;1;-1;-5;1;-489;-1331,5;-2,5;1;-1;-5;1;-489;-1331,5
"2622";"mid";"Ahri";"Akali";"15.8.675.448";1;1;2;2;113;197;4207;8872;2;4;1;107;183;4385;7712;-1;-2;1;6;14;-178;1160;-1;-2;1;6;14;-178;1160
"2623";"mid";"Ahri";"Ambessa";"15.2.653.8382";1;1;4;0;131;189;5070;7610;5;1;6;144;248;5036;11059;-4;3;-6;-13;-59;34;-3449;-4;3;-6;-13;-59;34;-3449
"2624";"mid";"Ahri";"Anivia";"15.4.658.6996";1;4;3;2;117;243;4458;12147;1;2;9;132;292;4822;12264;3;1;-7;-15;-49;-364;-117;3;1;-7;-15;-49;-364;-117
"2625";"mid";"Ahri";"Annie";"15.3.655.330";1;4;2;14;123;240;5218;13561;1;5;10;104;219;4432;11532;3;-3;4;19;21;786;2029;3;-3;4;19;21;786;2029
"2626";"mid";"Ahri";"Annie";"15.4.658.6996";1;4;4;5;136;268;5036;12751;4;4;5;134;265;4755;13443;0;0;0;2;3;281;-692;0;0;0;2;3;281;-692
"2627";"mid";"Ahri";"Aurora";"15.2.652.6393";1;0;3;5;105;234;4290;9868;2;2;5;134;273;5118;12288;-2;1;0;-29;-39;-828;-2420;-2;1;0;-29;-39;-828;-2420
"2628";"mid";"Ahri";"Aurora";"15.3.655.330";2;2,5;0,5;5;99;237;3838;11237;2;3;1;90,5;209,5;3820,5;8967;0,5;-2,5;4;8,5;27,5;17,5;2270;0,5;-2,5;4;8,5;27,5;17,5;2270
"2629";"mid";"Ahri";"Aurora";"15.4.658.6996";2;3,5;2;1;80;256,5;3164,5;11280;4;2,5;8;78,5;244,5;3162,5;11933;-0,5;-0,5;-7;1,5;12;2;-653;-0,5;-0,5;-7;1,5;12;2;-653
"2630";"mid";"Ahri";"Aurora";"15.6.667.3303";1;2;1;8;150;251;5503;10356;0;4;1;127;209;4701;7684;2;-3;7;23;42;802;2672;2;-3;7;23;42;802;2672
"2631";"mid";"Ahri";"Aurora";"15.7.671.9073";3;2,33333333333333;2,66666666666667;6;112,333333333333;217,666666666667;4721,66666666667;9733,66666666667;5,33333333333333;0,333333333333333;5;135,666666666667;222,666666666667;6165;11207,3333333333;-3;2,33333333333333;1;-23,3333333333333;-5;-1443,33333333333;-1473,66666666667;-3;2,33333333333333;1;-23,3333333333333;-5;-1443,33333333333;-1473,66666666667
"2632";"mid";"Ahri";"Aurora";"15.8.674.6483";1;8;2;10;148;253;6043;13231;2;4;3;118;219;5109;9930;6;-2;7;30;34;934;3301;6;-2;7;30;34;934;3301
"2633";"mid";"Ahri";"Aurora";"15.8.675.448";3;3;2,33333333333333;7;123,666666666667;248,666666666667;4764,33333333333;11111;7,66666666666667;3;7,33333333333333;121,333333333333;218,333333333333;5666,33333333333;12411;-4,66666666666667;-0,666666666666667;-0,333333333333333;2,33333333333334;30,3333333333333;-902;-1300;-4,66666666666667;-0,666666666666667;-0,333333333333333;2,33333333333334;30,3333333333333;-902;-1300
"2634";"mid";"Ahri";"Azir";"15.2.652.6393";1;12;3;8;114;177;5321;11743;7;7;7;103;230;5396;13353;5;-4;1;11;-53;-75;-1610;5;-4;1;11;-53;-75;-1610
"2635";"mid";"Ahri";"Azir";"15.2.653.8382";1;4;4;11;128;315;5258;16630;5;5;11;120;329;4490;15891;-1;-1;0;8;-14;768;739;-1;-1;0;8;-14;768;739
"2636";"mid";"Ahri";"Azir";"15.3.655.330";2;3;2,5;4,5;118;263,5;5173,5;11853;1,5;1;4,5;133,5;302,5;5086,5;13200;1,5;1,5;0;-15,5;-39;87;-1347;1,5;1,5;0;-15,5;-39;87;-1347
"2637";"mid";"Ahri";"Azir";"15.3.659.3416";1;3;4;0;114;220;4279;9682;5;0;12;135;270;4960;13284;-2;4;-12;-21;-50;-681;-3602;-2;4;-12;-21;-50;-681;-3602
"2638";"mid";"Ahri";"Azir";"15.4.657.5386";1;0;1;1;132;294;4981;12160;1;0;4;137;304;4886;14007;-1;1;-3;-5;-10;95;-1847;-1;1;-3;-5;-10;95;-1847
"2639";"mid";"Ahri";"Azir";"15.4.658.6996";1;2;1;3;121;225;4751;9631;4;1;7;121;255;4642;12448;-2;0;-4;0;-30;109;-2817;-2;0;-4;0;-30;109;-2817
"2640";"mid";"Ahri";"Azir";"15.5.662.5311";1;2;1;1;112;246;4357;10640;1;1;5;110;226;3998;9228;1;0;-4;2;20;359;1412;1;0;-4;2;20;359;1412
"2641";"mid";"Ahri";"Azir";"15.6.667.3303";2;3,5;1,5;6;119;253;4657;11277;1,5;3;2,5;120,5;250;4456,5;11066,5;2;-1,5;3,5;-1,5;3;200,5;210,5;2;-1,5;3,5;-1,5;3;200,5;210,5
"2642";"mid";"Ahri";"Azir";"15.7.669.5499";2;0,5;2,5;1;141,5;243;5078;9117,5;5;0;6,5;135;241;5968,5;12061;-4,5;2,5;-5,5;6,5;2;-890,5;-2943,5;-4,5;2,5;-5,5;6,5;2;-890,5;-2943,5
"2643";"mid";"Ahri";"Azir";"15.7.670.1561";1;2;0;2;123;285;5490;11832;10;1;1;119;299;5206;14743;-8;-1;1;4;-14;284;-2911;-8;-1;1;4;-14;284;-2911
"2644";"mid";"Ahri";"Azir";"15.7.671.9073";4;2;0,5;3,25;115;250,25;4582,25;10537,5;0,5;1,5;2,5;116,75;256,75;4474,5;10238,75;1,5;-1;0,75;-1,75;-6,5;107,75;298,75;1,5;-1;0,75;-1,75;-6,5;107,75;298,75
"2645";"mid";"Ahri";"Azir";"15.8.675.448";9;4,33333333333333;1,44444444444444;5,66666666666667;126,777777777778;295;5009,77777777778;13665;3,11111111111111;2,77777777777778;5,11111111111111;126,222222222222;291,888888888889;4965,66666666667;13569;1,22222222222222;-1,33333333333333;0,555555555555556;0,555555555555543;3,11111111111109;44,1111111111104;96;1,22222222222222;-1,33333333333333;0,555555555555556;0,555555555555543;3,11111111111109;44,1111111111104;96
"2646";"mid";"Ahri";"Cassiopeia";"15.7.671.9073";1;0;0;2;139;236;5132;8880;2;0;0;138;226;5894;9352;-2;0;2;1;10;-762;-472;-2;0;2;1;10;-762;-472
"2647";"mid";"Ahri";"Chogath";"15.6.667.3303";1;0;1;2;121;200;4677;7697;2;0;1;155;260;5615;10065;-2;1;1;-34;-60;-938;-2368;-2;1;1;-34;-60;-938;-2368
"2648";"mid";"Ahri";"Corki";"15.1.649.4112";1;0;1;4;34;222;1459;8379;2;0;2;40;260;1630;10403;-2;1;2;-6;-38;-171;-2024;-2;1;2;-6;-38;-171;-2024
"2649";"mid";"Ahri";"Corki";"15.2.652.6393";2;3,5;1;6;108,5;271;4527,5;12612;2;5,5;5;105,5;291;3861,5;12936;1,5;-4,5;1;3;-20;666;-324;1,5;-4,5;1;3;-20;666;-324
"2650";"mid";"Ahri";"Corki";"15.5.662.5311";1;7;0;11;108;237;5367;12470;1;5;3;121;243;4541;10207;6;-5;8;-13;-6;826;2263;6;-5;8;-13;-6;826;2263
"2651";"mid";"Ahri";"Corki";"15.7.670.1561";1;4;2;8;134;349;4973;16336;3;4;1;130;374;4792;18857;1;-2;7;4;-25;181;-2521;1;-2;7;4;-25;181;-2521
"2652";"mid";"Ahri";"Corki";"15.7.671.9073";4;3,75;1,75;6,75;132;259,75;4939,25;11885;2,5;2,5;1,75;135,75;282,25;5093,75;11551;1,25;-0,75;5;-3,75;-22,5;-154,5;334;1,25;-0,75;5;-3,75;-22,5;-154,5;334
"2653";"mid";"Ahri";"Corki";"15.8.675.448";3;4;2,33333333333333;3,33333333333333;132,333333333333;245;5428,66666666667;10961,6666666667;2;4;3;128;264,666666666667;4933;10966;2;-1,66666666666667;0,333333333333333;4,33333333333334;-19,6666666666667;495,666666666667;-4,33333333333394;2;-1,66666666666667;0,333333333333333;4,33333333333334;-19,6666666666667;495,666666666667;-4,33333333333394
"2654";"mid";"Ahri";"Galio";"15.3.655.330";1;3;1;12;71;311;2928;15406;2;5;4;79;320;3264;13685;1;-4;8;-8;-9;-336;1721;1;-4;8;-8;-9;-336;1721
"2655";"mid";"Ahri";"Galio";"15.4.658.6996";1;6;1;7;127;228;5925;10456;1;5;5;110;192;5558;8771;5;-4;2;17;36;367;1685;5;-4;2;17;36;367;1685
"2656";"mid";"Ahri";"Galio";"15.7.669.5499";1;3;2;5;135;281;5652;12756;2;0;8;113;274;4432;12282;1;2;-3;22;7;1220;474;1;2;-3;22;7;1220;474
"2657";"mid";"Ahri";"Galio";"15.7.670.1561";1;7;0;8;131;241;5744;12509;0;6;2;120;226;4506;9112;7;-6;6;11;15;1238;3397;7;-6;6;11;15;1238;3397
"2658";"mid";"Ahri";"Galio";"15.8.675.448";1;1;3;12;117;208;5350;9731;2;3;3;96;179;4857;8430;-1;0;9;21;29;493;1301;-1;0;9;21;29;493;1301
"2659";"mid";"Ahri";"Hwei";"15.2.653.8382";1;2;2;0;124;246;4476;10897;2;0;5;131;266;4519;11620;0;2;-5;-7;-20;-43;-723;0;2;-5;-7;-20;-43;-723
"2660";"mid";"Ahri";"Hwei";"15.3.655.330";1;8;2;7;144;346;5511;17592;3;3;7;146;357;4960;16652;5;-1;0;-2;-11;551;940;5;-1;0;-2;-11;551;940
"2661";"mid";"Ahri";"Hwei";"15.3.659.3416";1;1;2;4;130;300;4636;12351;5;1;10;139;257;4947;13927;-4;1;-6;-9;43;-311;-1576;-4;1;-6;-9;43;-311;-1576
"2662";"mid";"Ahri";"Hwei";"15.8.675.448";3;5,66666666666667;1;5;133;317;5001,33333333333;14963,6666666667;1,66666666666667;2;4;125,333333333333;301,333333333333;4728,66666666667;13519,6666666667;4;-1;1;7,66666666666667;15,6666666666667;272,666666666666;1444;4;-1;1;7,66666666666667;15,6666666666667;272,666666666666;1444
"2663";"mid";"Ahri";"Irelia";"15.2.653.8382";1;5;2;11;116;289;4933;15085;2;6;3;139;328;5371;15383;3;-4;8;-23;-39;-438;-298;3;-4;8;-23;-39;-438;-298
"2664";"mid";"Ahri";"Jayce";"15.3.655.330";1;6;1;10;104;288;5340;14986;3;7;3;99;271;4861;12197;3;-6;7;5;17;479;2789;3;-6;7;5;17;479;2789
"2665";"mid";"Ahri";"Jayce";"15.6.667.3303";1;0;2;1;100;225;3539;8074;6;0;3;93;211;4513;11250;-6;2;-2;7;14;-974;-3176;-6;2;-2;7;14;-974;-3176
"2666";"mid";"Ahri";"Jayce";"15.7.671.9073";1;2;1;1;135;183;5147;7221;1;1;1;144;187;5295;7344;1;0;0;-9;-4;-148;-123;1;0;0;-9;-4;-148;-123
"2667";"mid";"Ahri";"Jayce";"15.8.675.448";1;3;2;7;62;240;2313;10317;3;1;5;62;219;2326;10964;0;1;2;0;21;-13;-647;0;1;2;0;21;-13;-647
"2668";"mid";"Ahri";"Karma";"15.4.658.6996";1;2;2;9;109;232;5347;11430;3;3;8;97;195;4095;10197;-1;-1;1;12;37;1252;1233;-1;-1;1;12;37;1252;1233
"2669";"mid";"Ahri";"Karma";"15.5.662.5311";1;2;1;7;140;252;5549;11011;1;3;5;129;238;4999;9632;1;-2;2;11;14;550;1379;1;-2;2;11;14;550;1379
"2670";"mid";"Ahri";"Leblanc";"15.7.670.1561";1;2;3;6;84;178;3879;8507;2;4;3;106;190;4978;9012;0;-1;3;-22;-12;-1099;-505;0;-1;3;-22;-12;-1099;-505
"2671";"mid";"Ahri";"LeeSin";"15.3.655.330";1;4;0;8;112;259;4755;11439;1;5;12;78;173;3446;8975;3;-5;-4;34;86;1309;2464;3;-5;-4;34;86;1309;2464
"2672";"mid";"Ahri";"Lissandra";"15.7.669.5499";1;2;0;2;125;211;5353;8539;2;1;3;116;209;5555;8899;0;-1;-1;9;2;-202;-360;0;-1;-1;9;2;-202;-360
"2673";"mid";"Ahri";"Mel";"15.8.675.448";1;6;4;6;87;288;3050;16067;5;5;11;83;293;2979;14043;1;-1;-5;4;-5;71;2024;1;-1;-5;4;-5;71;2024
"2674";"mid";"Ahri";"Orianna";"15.2.652.6393";1;0;4;0;98;197;4034;7889;5;0;7;129;222;6170;11335;-5;4;-7;-31;-25;-2136;-3446;-5;4;-7;-31;-25;-2136;-3446
"2675";"mid";"Ahri";"Orianna";"15.2.653.8382";1;1;3;11;106;327;4404;16641;6;2;12;114;387;4634;20272;-5;1;-1;-8;-60;-230;-3631;-5;1;-1;-8;-60;-230;-3631
"2676";"mid";"Ahri";"Orianna";"15.3.655.330";1;10;2;11;71;265;4037;15051;5;9;7;76;304;3022;14411;5;-7;4;-5;-39;1015;640;5;-7;4;-5;-39;1015;640
